Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77,8,6.8,10,Arc System Works,M
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13,73,21,7.2,11,Flight-Plan,T
Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,68,13,6.9,8,Torus Games,E10+
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,E10+
Nintendo Puzzle Collection,GC,N/A,Puzzle,Unknown,0,0,0.13,0,0.13,,,,,,
Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13,,,,,,
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13,,,2.5,6,Big Blue Bubble Inc.,
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,24,8,3.5,21,"Phosphor Games Studio, LLC",E
Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0,0.13,80,40,8.5,28,From Software,E
Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,,,tbd,,Slam Games,T
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,0.11,0,0.02,0.13,,,,,,E10+
Dreamworks 2-in-1 Party Pack,DS,2010,Misc,Activision,0.12,0,0,0.01,0.13,,,tbd,,Activision,
Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13,62,26,7,9,Outrage Games,E
Walt Disney Pictures Presents: The Wild,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13,,,,,,T
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,42,6,3.9,7,Griptonite Games,
Puzzle de Harvest Moon,DS,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13,41,5,6.3,4,Platinum Egg,E10+
Metal Max 3,DS,2010,Role-Playing,Enterbrain,0,0,0.13,0,0.13,,,,,,E
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13,,,tbd,,Harmonix Music Systems,
Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13,,,,,,T
My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13,,,tbd,,Dancing Dots,
Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13,,,,,,E
NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,59,16,tbd,,SCEA San Diego Studios,
Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0,0,0.13,0,0.13,,,,,,E
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0,0.02,0.13,78,42,8.2,48,Atlus Co.,
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67,19,7.5,61,Koei Tecmo Games,M
Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13,68,25,8,9,Behaviour Interactive,M
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,E10+
Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13,,,tbd,,THQ,
Puppies 3D,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13,,,tbd,,MTO,E10+
Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.02,0.13,,,,,,E
The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.02,0.13,,,tbd,,Take-Two Interactive,
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0,0,0.13,0,0.13,,,,,,T
Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,0,0,0.13,0,0.13,,,,,,
One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67,4,7.8,25,Ganbarion,
The Price is Right 2010 Edition,DS,2009,Misc,Ubisoft,0.12,0,0,0.01,0.13,,,tbd,,Ludia Inc.,T
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13,39,6,1.8,10,FUN Labs,E
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,0,0.13,63,7,tbd,,Krome Studios,T
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13,48,20,5.6,8,Konami,E
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13,61,12,7.4,16,Ubisoft Shanghai,T
LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,58,4,tbd,,Attention Software,M
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13,51,38,6.5,21,Vicious Cycle,E
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0,0.03,0.1,0,0.13,,,,,,T
Backyard Baseball,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13,70,4,9.4,5,Humongous Entertainment,
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13,61,31,7,7,Ubisoft Montreal,E
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57,22,5,6,Premium Agency,T
Under Night In-Birth,PS3,2014,Fighting,Nippon Ichi Software,0.06,0.01,0.04,0.02,0.13,,,,,,T
Sega GT,DC,2000,Racing,Sega,0,0,0.13,0,0.13,84,25,7.7,11,TOSE,
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38,58,2.4,92,From Software,E
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0,0.01,0.13,59,17,7.2,23,Double Helix Games,M
Legends of Wrestling,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.13,50,18,6.8,4,Acclaim,T
Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13,,,7,10,Blue Byte,T
Gunstar Heroes,GEN,1992,Shooter,Sega,0,0,0.13,0,0.13,,,,,,E
All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,74,20,8.4,7,Acclaim,
Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,E
Shining Wind,PS2,2007,Role-Playing,Sega,0,0,0.13,0,0.13,,,,,,
Rock Band Track Pack Volume 2,PS3,2008,Misc,MTV Games,0.11,0,0,0.01,0.13,,,tbd,,Harmonix Music Systems,
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13,73,11,8.3,17,Sting,T
Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13,39,39,6.4,55,Tamsoft,E10+
Portal Runner,PS2,2001,Platform,3DO,0.06,0.05,0,0.02,0.13,53,18,6.7,6,3DO,M
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.09,0.03,0,0,0.13,,,,,,E
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,52,9,8.5,13,Omega Force,
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68,24,7.1,36,Sting,T
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13,,,tbd,,Phoenix Games Studio,T
Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01,0.13,,,,,,E
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,0.13,,,,,,
Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0,0,0.13,73,36,8.8,12,Creative Assembly,
City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13,63,20,6.2,5,Syscom,M
Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,0.1,0.03,0,0,0.13,,,,,,E
Smart Boy's Gameroom,DS,2007,Misc,505 Games,0.12,0,0,0.01,0.13,,,tbd,,Starfish SD,
Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.12,0,0,0.01,0.13,,,6.5,4,High Voltage Software,E
Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0,0,0.13,,,,,,E
High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0,0,0.13,,,7.8,4,Virtual Toys,
Advent Rising,XB,2005,Action,THQ,0.1,0.03,0,0,0.13,68,50,7.5,68,GlyphX Games,E
Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01,0.13,64,6,tbd,,ACOT,T
Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13,,,,,,E
Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13,,,,,,
Derby Stallion Advance,GBA,2002,Sports,Enterbrain,0,0,0.12,0,0.13,,,,,,
The X-Factor,PS3,2010,Misc,Deep Silver,0,0.1,0,0.03,0.13,,,,,,
Monopoly Party,GC,2002,Misc,Infogrames,0.1,0.03,0,0,0.13,,,,,,
Snood,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0,0.13,68,4,tbd,,Rebellion,
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.09,0.03,0,0,0.13,,,,,,E
Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13,,,tbd,,Torus Games,
DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13,,,3.8,5,Axis Entertainment,E
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0,0,0.13,0,0.13,,,,,,E
World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13,,,,,,
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.07,0.04,0,0.01,0.13,85,17,7,43,Visual Concepts,
Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13,,,,,,E
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0,0,0.13,0,0.13,,,,,,
7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13,60,7,8.3,48,Hot Lava Games,
Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision,0.09,0.03,0,0,0.13,72,4,tbd,,HotGen,E
Top Shot Arcade,Wii,2011,Shooter,Activision,0.12,0,0,0.01,0.13,,,tbd,,Activision,E
Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0,0.01,0.13,,,,,,T
Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13,,,tbd,,"Majesco Games, Majesco",
Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,57,10,tbd,,Attention To Detail,E
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,0.07,0,0.04,0.01,0.13,,,,,,E
X-Men: Next Dimension,GC,2002,Fighting,Activision,0.1,0.03,0,0,0.13,63,17,8.2,11,Exakt,
Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,61,40,8.2,19,Omega Force,T
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.09,0.03,0,0.01,0.13,,,,,,T
WipeOut 3 The Game,WiiU,2012,Action,Activision,0.11,0,0,0.01,0.13,,,,,,
7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0,0,0.13,0,0.13,,,,,,
Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,0,0,0.13,0,0.13,,,,,,
Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,
SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,0.13,,,,,,
Burnout,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,0.13,75,13,6.6,12,Criterion Games,
Baroque,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60,6,8.8,44,Sting,E
SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,0.01,0.09,0,0.03,0.13,,,,,,T
Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13,60,4,7.2,21,Activision,
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,T
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0,0,0.13,0,0.13,,,,,,
DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.08,0.03,0,0.01,0.13,,,tbd,,Virtuos,
Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13,37,33,3,40,Nfusion,E
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13,47,10,6.7,7,Torus Games,T
NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0,0,0.13,70,23,tbd,,Midway,E
Shimano Xtreme Fishing,Wii,2009,Sports,Mastiff,0.12,0,0,0.01,0.13,,,tbd,,eV Interactive,E
Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0,0,0.13,69,17,7.8,11,Radical Entertainment,T
Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0,0.13,83,15,7.8,12,Io Interactive,E10+
Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.09,0.02,0,0.02,0.13,,,,,,T
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.06,0.04,0,0.02,0.13,,,2,8,2K Games,
Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0.03,0,0,0.13,75,23,9.2,12,Capcom,E
Left Brain Right Brain 2,DS,2008,Misc,Majesco Entertainment,0.12,0,0,0.01,0.13,51,4,tbd,,Kokolo Corporation,E
Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,E
Last Ranker,PSP,2010,Role-Playing,Capcom,0,0,0.13,0,0.13,,,,,,
Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0,0.13,70,21,8.1,15,Curly Monsters,
The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,0.13,,,,,,T
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,74,41,9.1,12,Namco,
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13,45,13,6.6,17,Gearbox Software,E
Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,0.09,0.03,0,0,0.13,62,14,tbd,,Acclaim,M
Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,T
Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0,0,0.13,79,41,7.2,15,Planet Moon Studios,
Football Manager 2012,PSP,2011,Sports,Sega,0,0.09,0,0.04,0.13,,,,,,T
Project CARS,PC,2015,Racing,Slightly Mad Studios,0,0.12,0,0.01,0.13,83,48,7.1,418,Slightly Mad Studios,
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0,0,0.01,0.13,36,8,4.8,4,Ubisoft,E
World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01,0.13,,,,,,E10+
Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,0.13,,,,,,
Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0,0,0.12,75,10,tbd,,Tantalus Interactive,
Resident Evil,PS3,2006,Action,Capcom,0,0,0.12,0,0.12,,,,,,E
Sonic Jam,SAT,1997,Platform,Sega,0,0,0.12,0,0.12,,,,,,
Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,0.07,0.05,0,0.01,0.12,,,,,,
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.1,0.02,0,0.01,0.12,71,20,tbd,,Taito Corporation,
Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,THQ,0.11,0.01,0,0.01,0.12,,,,,,E
Deadpool,XOne,2015,Action,Activision,0.09,0.03,0,0.01,0.12,,,5.7,23,High Moon Studios,
Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.09,0.03,0,0,0.12,,,tbd,,3d6 Games,M
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0,0,0.12,0,0.12,,,,,,E
Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.02,0.12,84,33,7.7,838,Avalanche Studios,
Crush3D,3DS,2012,Platform,Sega,0.07,0.04,0,0.01,0.12,71,32,7.4,16,Zoe Mode,M
LEGO Marvel's Avengers,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.07,0,0.03,0.12,,,6.6,13,TT Games,E10+
High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0,0,0.12,0,0.12,,,,,,E10+
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50,32,4.7,47,Rebellion,
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0,0,0.12,0,0.12,,,,,,M
Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,0.12,,,,,,
Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0,0,0.12,67,21,7.3,12,Capcom,
Charm Girls Club: My Fashion Mall,DS,N/A,Simulation,Unknown,0.12,0,0,0.01,0.12,,,tbd,,Electronic Arts,E
SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0,0.01,0.12,,,,,,E
Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.1,0.01,0,0.01,0.12,,,tbd,,Curious Pictures,
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01,0.12,74,8,7.4,10,Exient Entertainment,E
DiRT Rally,XOne,2016,Racing,Codemasters,0.04,0.08,0,0.01,0.12,86,17,8,60,Codemasters,E
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,79,24,6.6,5,Kush Games,E
Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,0,0,0.01,0.12,,,tbd,,N-Fusion Interactive Entertainment Corp.,E10+
Worms 3D,PS2,2003,Strategy,Sega,0.06,0.05,0,0.02,0.12,70,31,7.8,22,Team 17,E10+
Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12,59,9,8,14,Acquire,T
Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01,0.12,,,,,,M
Sleeping Dogs,PC,2012,Action,Square Enix ,0.06,0.05,0,0.01,0.12,81,23,8.2,1209,United Front Games,
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,M
Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.11,0,0,0.01,0.12,,,,,,
Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.11,0,0,0.01,0.12,61,8,4.8,6,System 3,
"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0,0,0.12,0,0.12,,,,,,E
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0,0.01,0.12,63,5,8.2,6,Psikyo,
Ochaken no Heya DS,DS,2006,Simulation,MTO,0,0,0.12,0,0.12,,,,,,E
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0,0,0.12,0,0.12,,,,,,
Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0,0,0.12,53,5,tbd,,Tiertex Design Studios,
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0,0.02,0.12,59,8,5.2,6,Digital Illusions,E
Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,T
F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.03,0.08,0,0.01,0.12,,,,,,
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.12,53,53,7,27,Vicious Cycle,
Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01,0.12,62,5,tbd,,Blitz Games Studios,T
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0,0,0.12,0.01,0.12,,,,,,T
NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.1,0.02,0,0,0.12,,,,,,
Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0,0,0.01,0.12,,,1.3,9,ImaginEngine,
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0,0,0.12,0,0.12,,,,,,E
Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0,0.02,0.12,79,15,7.8,16,Arc System Works,
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.11,0,0,0.01,0.12,53,19,8.1,14,Hydravision,T
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,M
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0,0,0.12,,,tbd,,BudCat,
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,E
Etrian Odyssey V,3DS,2016,Role-Playing,Atlus,0,0,0.12,0,0.12,,,,,,
Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0,0.02,0.12,49,14,5,4,Ubisoft,
Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,0.1,0.02,0,0.01,0.12,60,7,tbd,,Super X Studios,E
Echo Night,PS,1998,Adventure,From Software,0.03,0.02,0.07,0.01,0.12,,,,,,E
Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0,0,0.12,0,0.12,,,,,,
Record of Agarest War Zero,PS3,N/A,Strategy,Ghostlight,0.09,0,0.03,0.01,0.12,50,8,6.7,37,Compile Heart,
Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01,0.12,,,,,,T
Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12,,,,,,
Rocksmith,PC,N/A,Misc,Unknown,0.06,0.04,0,0.01,0.12,78,5,8.1,57,Ubisoft,
Backyard Baseball '09,DS,2008,Sports,Atari,0.11,0,0,0.01,0.12,,,tbd,,Humongous Entertainment,T
James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.06,0.05,0,0.01,0.12,,,,,,E
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.12,62,11,7.7,44,Spike,
The King of Fighters '94,NG,1994,Fighting,SNK,0,0,0.12,0,0.12,,,,,,M
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei,0,0,0.12,0,0.12,,,,,,
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,,,,,,
Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0,0,0.01,0.12,,,tbd,,Graffiti Entertainment,
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0,0.02,0.12,78,11,7,6,Infinite Interactive,E
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.11,0,0,0.01,0.12,64,4,8.4,18,Ubisoft,E10+
Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0,0.01,0.12,,,,,,E
MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,0.06,0.05,0,0.02,0.12,,,,,,
Lego Star Wars: The Force Awakens,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.04,0.07,0.01,0.01,0.12,,,7.8,9,TT Games,
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,0.12,77,41,7.3,12,Nippon Ichi Software,E10+
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0,0,0.12,70,17,7.2,5,Activision,T
Gundam Breaker 3,PSV,2016,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,E
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,0.12,66,21,7.7,6,SCEA,
The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0,0.12,51,8,tbd,,Artificial Mind and Movement,E
M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.11,0,0,0.01,0.12,,,,,,E10+
Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0,0.01,0.12,79,6,8.3,6,Metro,
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.02,0,0.01,0.12,68,28,7.5,6,Activision,E
SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0,0.1,0,0.03,0.12,,,,,,E10+
Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,0.12,49,18,4.9,11,4J Studios,
My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,0,0.1,0,0.02,0.12,,,,,,E
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,59,8,7,6,Deep Fried Entertainment,
